"","fish_id","bin","LLLL","LLLR","LLRL","LLRR","LRLL","LRLR","LRRL","LRRR","RLLL","RLLR","RLRL","RLRR","RRLL","RRLR","RRRL","RRRR","L","R","total_turns","reps","alts","rel_reps","rel_alts","rel_R","rel_L"
"140","22","2",149,3,3,0,4,0,0,0,4,0,0,0,0,0,0,0,162,4,166,149,0,89.7590361445783,0,2.40963855421687,97.5903614457831
"141","22","3",127,4,3,1,3,0,1,0,4,0,0,0,1,0,0,0,142,5,147,127,0,86.3945578231292,0,3.40136054421769,96.5986394557823
"142","22","4",116,3,4,1,4,0,1,0,3,2,0,0,1,0,0,0,132,6,138,116,0,84.0579710144928,0,4.34782608695652,95.6521739130435
"143","22","5",120,8,9,0,9,0,0,0,8,1,0,0,0,0,0,0,149,9,158,120,0,75.9493670886076,0,5.69620253164557,94.3037974683544
"144","22","6",78,3,3,0,2,1,1,0,3,0,0,1,1,0,0,0,91,5,96,78,1,81.25,1.04166666666667,5.20833333333333,94.7916666666667
"145","23","1",5,5,6,9,5,13,10,13,6,10,12,13,11,12,13,17,69,94,163,22,25,13.4969325153374,15.3374233128834,57.6687116564417,42.3312883435583
"146","23","2",7,6,8,9,9,9,9,8,6,11,10,8,8,9,8,11,66,73,139,18,19,12.9496402877698,13.6690647482014,52.5179856115108,47.4820143884892
"147","23","3",2,5,15,5,14,19,9,2,5,16,18,6,7,4,2,4,73,63,136,6,37,4.41176470588235,27.2058823529412,46.3235294117647,53.6764705882353
"148","23","4",6,6,5,10,6,8,9,8,5,10,9,7,9,8,8,14,60,71,131,20,17,15.2671755725191,12.9770992366412,54.1984732824427,45.8015267175573
"149","23","5",7,5,6,8,8,17,11,5,5,9,19,8,6,11,5,1,68,66,134,8,36,5.97014925373134,26.865671641791,49.2537313432836,50.7462686567164
"150","23","6",8,6,9,5,10,10,7,2,6,8,11,4,5,4,2,0,59,41,100,8,21,8,21,41,59
"151","24","1",6,5,3,6,2,6,8,11,5,4,5,13,7,13,11,13,48,73,121,19,11,15.702479338843,9.09090909090909,60.3305785123967,39.6694214876033
"152","24","2",13,7,5,12,8,5,10,9,7,11,8,7,9,10,9,30,71,92,163,43,13,26.3803680981595,7.97546012269939,56.441717791411,43.558282208589
"153","24","3",4,4,7,7,6,15,10,14,4,10,14,17,8,16,15,50,68,136,204,54,29,26.4705882352941,14.2156862745098,66.6666666666667,33.3333333333333
"154","24","4",2,2,5,7,3,13,5,16,2,10,11,14,9,13,17,30,54,108,162,32,24,19.7530864197531,14.8148148148148,66.6666666666667,33.3333333333333
"155","24","5",0,1,0,4,0,0,5,6,1,3,1,7,4,8,7,19,18,51,69,19,1,27.536231884058,1.44927536231884,73.9130434782609,26.0869565217391
"156","24","6",0,1,4,2,1,6,6,6,1,5,4,10,4,8,6,4,28,43,71,4,10,5.63380281690141,14.0845070422535,60.5633802816901,39.4366197183099
"157","25","1",0,1,1,2,1,5,5,3,1,2,4,6,3,5,3,4,20,29,49,4,9,8.16326530612245,18.3673469387755,59.1836734693878,40.8163265306122
"158","25","2",0,2,2,5,3,7,3,15,2,5,8,13,4,14,15,71,37,135,172,71,15,41.2790697674419,8.72093023255814,78.4883720930233,21.5116279069767
"159","25","3",0,0,3,4,1,6,5,12,0,7,4,13,6,11,12,50,31,106,137,50,10,36.4963503649635,7.2992700729927,77.3722627737226,22.6277372262774
"160","25","4",0,0,1,1,0,6,2,10,0,2,5,11,2,10,10,42,20,85,105,42,11,40,10.4761904761905,80.9523809523809,19.047619047619
"161","25","5",0,1,0,1,1,0,1,5,1,0,1,5,0,5,4,50,9,69,78,50,1,64.1025641025641,1.28205128205128,88.4615384615385,11.5384615384615
"162","25","6",0,0,1,1,0,2,0,3,0,2,1,3,2,2,3,23,8,38,46,23,3,50,6.52173913043478,82.6086956521739,17.3913043478261
"163","26","1",0,1,0,1,1,0,0,2,1,0,1,1,0,3,3,3,6,14,20,3,1,15,5,70,30
"164","26","2",4,2,2,2,3,0,2,1,2,2,0,1,2,1,1,3,18,13,31,7,0,22.5806451612903,0,41.9354838709677,58.0645161290323
"165","26","3",2,2,2,0,0,2,1,1,1,0,1,2,1,1,1,0,12,8,20,2,3,10,15,40,60
"166","26","4",5,2,4,0,3,5,0,0,1,2,4,0,0,0,0,0,20,9,29,5,9,17.2413793103448,31.0344827586207,31.0344827586207,68.9655172413793
"167","26","5",0,0,2,0,1,4,2,4,1,2,3,5,2,4,4,1,16,22,38,1,7,2.63157894736842,18.4210526315789,57.8947368421053,42.1052631578947
"168","26","6",0,2,2,0,1,3,1,0,1,0,3,1,0,1,0,0,11,7,18,0,6,0,33.3333333333333,38.8888888888889,61.1111111111111
"169","27","1",2,5,4,4,5,5,3,2,4,3,6,1,2,3,2,5,31,28,59,7,11,11.864406779661,18.6440677966102,47.4576271186441,52.5423728813559
"170","27","2",4,3,5,3,4,15,6,6,2,5,15,9,3,9,6,1,48,51,99,5,30,5.05050505050505,30.3030303030303,51.5151515151515,48.4848484848485
